author_username,avg_play_count,avg_engagement,avg_likes,avg_shares,avg_comments,avg_hashtags,avg_duration,avg_posting_hour,video_count,category,tier
aykutelmas911,1429460.625,0.051939281250000004,69145.40625,5111.73125,301.475,0.0375,66.16875,11.375,160,entertainment,0
aylin.teacher,14703.896551724138,0.029146344827586206,416.0344827586207,21.82758620689655,13.448275862068966,2.586206896551724,440.41379310344826,15.413793103448276,29,education,2
ayline.ea,1174902.380952381,0.04370991630952379,60074.95238095238,11409.369047619048,164.0,9.357142857142858,31.80952380952381,17.214285714285715,84,food_beverage,0
babioyunda,9297.254180602007,0.024424133779264213,129.7056856187291,3.4648829431438126,12.324414715719064,6.60200668896321,106.70568561872909,14.0,299,gaming,2
bahman_golshaei,10301.50193050193,0.015508814671814673,148.4942084942085,14.772200772200772,2.7953667953667956,0.10424710424710425,68.67567567567568,13.888030888030888,259,fitness_health,2
bakirkertenkilee31,29587.823529411766,0.059278352941176476,1216.7058823529412,236.2941176470588,0.0,2.3529411764705883,35.11764705882353,12.764705882352942,17,entertainment,1
baranalpyaman,88089.32692307692,0.02321392307692308,1837.3653846153845,137.23076923076923,27.326923076923077,5.25,46.32692307692308,16.75,52,fashion_beauty,1
barisonurfitness,30513.403755868545,0.026604455399061033,734.5305164319249,35.51643192488263,9.910798122065728,2.643192488262911,26.44600938967136,14.338028169014084,213,fitness_health,1
bartopk,152739.72627737228,0.02523207299270073,2576.5255474452556,55.916058394160586,20.945255474452555,1.5255474452554745,18.385324817518246,12.295620437956204,274,fitness_health,2
barzomert,15280.592592592593,0.023152407407407406,367.75925925925924,31.0,20.203703703703702,5.0,39.31481481481482,11.148148148148149,54,fitness_health,2
batinbalcioglu,577173.0434782609,0.028600313043478258,8636.678260869565,508.2608695652174,123.41739130434783,3.0956521739130434,30.895652173913042,16.37391304347826,115,fashion_beauty,1
batuhanbayir,1524893.2515337423,0.025001901809815947,35817.5981595092,4680.141104294478,181.73926380368098,2.214723926380368,30.79447852760736,14.003067484662576,326,food_beverage,0
bayandersonlab,551192.8571428572,0.022202142857142858,12830.57142857143,2004.9285714285713,93.28571428571429,4.5,73.28571428571429,13.0,14,fitness_health,2
baykusmentorluk,96444.34125636672,0.023283614601018673,2684.9422750424446,84.45161290322581,10.402376910016978,3.2444821731748728,47.41765704584041,15.881154499151103,589,education,1
berkerbasmanav0,853465.8636363636,0.019052505050505052,10995.222222222223,1599.1565656565656,88.86363636363636,3.797979797979798,35.343434343434346,12.484848484848484,198,food_beverage,2
beroplans,256171.42857142858,0.05266457142857143,10193.285714285714,3494.285714285714,91.0,4.714285714285714,76.0,15.428571428571429,7,travel,1
beyzasen7_,494776.1653333333,0.03737562655999999,8977.594666666666,868.4266666666666,38.736,4.634666666666667,33.912,12.992,375,entertainment,1
bilalhanci,1116868.5534591195,0.05829100616352201,62720.088050314465,1945.9433962264152,358.38993710691824,0.11949685534591195,21.22012578616352,15.30817610062893,159,entertainment,0
binetegitim,26214.283251231525,0.019035224137931035,539.6896551724138,48.2807881773399,20.874384236453203,5.554187192118227,28.137931034482758,16.32512315270936,406,education,1
